name,value,timestamp,date,type
Gamers Origin,1518.0202166144722,1592150400.0,20-06-15,FR
Racoon,1517.1239217276068,1592150400.0,20-06-15,IT
devils.one,1516.6674530866555,1592150400.0,20-06-15,PL
Rainbow7,1515.4084136987888,1592150400.0,20-06-15,LAT
Samsung Morning Stars,1515.356919303458,1592150400.0,20-06-15,IT
Unicorns Of Love,1514.7230215950954,1592150400.0,20-06-15,CIS
GamerLegion,1514.469481567311,1592150400.0,20-06-15,DE
Funplus Phoenix,1808.4437809279732,1593360000.0,20-06-29,CN
G2 Esports,1761.8196854797495,1593360000.0,20-06-29,EUW
Top Esports,1732.8887301335908,1593360000.0,20-06-29,CN
Cloud9,1726.7324947479908,1593360000.0,20-06-29,NA
T1,1703.893299170129,1593360000.0,20-06-29,KR
Invictus Gaming,1703.860195402876,1593360000.0,20-06-29,CN
DragonX,1696.6529801921754,1593360000.0,20-06-29,KR
JD Gaming,1689.1810136358688,1593360000.0,20-06-29,CN
SK Telecom T1,1683.6649962605266,1593360000.0,20-06-29,KR
DAMWON Gaming,1659.457152569942,1593360000.0,20-06-29,KR
Fnatic,1640.4499248085217,1593360000.0,20-06-29,EUW
Gen.G eSports,1614.3704417551974,1593360000.0,20-06-29,KR
MAD Lions,1591.7742192334981,1593360000.0,20-06-29,EUW
PSG Talon,1584.9591891343796,1593360000.0,20-06-29,PCS
Splyce,1566.704593593943,1593360000.0,20-06-29,EUW
Machi E-Sports,1563.730096935208,1593360000.0,20-06-29,PCS
Team WE,1563.216612440908,1593360000.0,20-06-29,CN
Team Dynamics,1561.2749533364572,1593360000.0,20-06-29,KR
Origen,1557.506369604019,1593360000.0,20-06-29,EUW
Royal Never Give Up,1544.5288340669445,1593360000.0,20-06-29,CN
Vodafone Giants,1541.7735221165142,1593360000.0,20-06-29,ES
Kingzone DragonX,1541.6842891553192,1593360000.0,20-06-29,KR
Team Liquid,1538.3490929520094,1593360000.0,20-06-29,NA
Team Flash,1538.2876098746751,1593360000.0,20-06-29,VN
Legacy eSports,1537.2988267003548,1593360000.0,20-06-29,OCE
AGO ROGUE,1534.8745065578785,1593360000.0,20-06-29,PL
Evil Geniuses,1533.3939039258016,1593360000.0,20-06-29,NA
K1CK Neosurf,1531.8210732243547,1593360000.0,20-06-29,PL
eSuba,1531.6318287784181,1593360000.0,20-06-29,CZ
All Knights,1531.570490174119,1593360000.0,20-06-29,LAT
Cloud9 Academy,1531.44352680133,1593360000.0,20-06-29,NA
FlyQuest,1531.203785565187,1593360000.0,20-06-29,NA
LDLC OL,1529.948148545582,1593360000.0,20-06-29,FR
1907 Fenerbahce,1527.962341388978,1593360000.0,20-06-29,TR
Movistar Riders,1526.783236393432,1593360000.0,20-06-29,ES
Santos e-Sports,1526.5566416944973,1593360000.0,20-06-29,BR
TSM,1524.5562631613602,1593360000.0,20-06-29,NA
Chief Esports Club,1524.0296137485716,1593360000.0,20-06-29,OCE
Unicorns Of Love,1523.7690359066771,1593360000.0,20-06-29,CIS
Schalke Evolution,1522.7006336416764,1593360000.0,20-06-29,DE
V3 Esports,1520.8002715293358,1593360000.0,20-06-29,JP
Edward Gaming,1520.2651986359458,1593360000.0,20-06-29,CN
Samsung Morning Stars,1519.502663269561,1593360000.0,20-06-29,IT
GamerLegion,1518.7450169071353,1593360000.0,20-06-29,DE
Infinity eSports,1518.1351383231515,1593360000.0,20-06-29,LAT
Rogue,1517.3989842132316,1593360000.0,20-06-29,EUW
Gamers Origin,1517.356130647204,1593360000.0,20-06-29,FR
Outplayed,1517.2832133073045,1593360000.0,20-06-29,IT
Mousesports,1517.2312452346916,1593360000.0,20-06-29,DE
UOL Sexy Edition,1517.1705229649278,1593360000.0,20-06-29,DE
Funplus Phoenix,1767.2095788649515,1594569600.0,20-07-13,CN
G2 Esports,1746.6535109030087,1594569600.0,20-07-13,EUW
JD Gaming,1743.7988296502488,1594569600.0,20-07-13,CN
Top Esports,1729.3830519609462,1594569600.0,20-07-13,CN
Cloud9,1727.4905942643065,1594569600.0,20-07-13,NA
Invictus Gaming,1717.7754097279444,1594569600.0,20-07-13,CN
DragonX,1711.811363727649,1594569600.0,20-07-13,KR
T1,1683.690597433241,1594569600.0,20-07-13,KR
DAMWON Gaming,1681.4194450496275,1594569600.0,20-07-13,KR
SK Telecom T1,1677.8618600606296,1594569600.0,20-07-13,KR
Gen.G eSports,1635.1443911311817,1594569600.0,20-07-13,KR
Fnatic,1629.8746311179511,1594569600.0,20-07-13,EUW
PSG Talon,1590.6174518112377,1594569600.0,20-07-13,PCS
MAD Lions,1583.632429200268,1594569600.0,20-07-13,EUW
Team Liquid,1581.137887774268,1594569600.0,20-07-13,NA
Team WE,1576.7686580297209,1594569600.0,20-07-13,CN
Machi E-Sports,1575.22561398704,1594569600.0,20-07-13,PCS
Splyce,1564.1046258579916,1594569600.0,20-07-13,EUW
Team Flash,1554.0543128268637,1594569600.0,20-07-13,VN
Suning,1547.7198396836718,1594569600.0,20-07-13,CN
Vodafone Giants,1546.9596649076727,1594569600.0,20-07-13,ES
eSuba,1544.6657306511067,1594569600.0,20-07-13,CZ
Kingzone DragonX,1540.2715852881556,1594569600.0,20-07-13,KR
Rogue,1539.723804835651,1594569600.0,20-07-13,EUW
AGO ROGUE,1538.1018646008201,1594569600.0,20-07-13,PL
K1CK Neosurf,1535.081792541678,1594569600.0,20-07-13,PL
All Knights,1534.8296283256936,1594569600.0,20-07-13,LAT
Cloud9 Academy,1534.7752082168286,1594569600.0,20-07-13,NA
Movistar Riders,1532.8620718845987,1594569600.0,20-07-13,ES
Royal Never Give Up,1532.8616472388235,1594569600.0,20-07-13,CN
Unicorns Of Love,1532.3996123624668,1594569600.0,20-07-13,CIS
1907 Fenerbahce,1531.6392965744085,1594569600.0,20-07-13,TR
Legacy eSports,1530.3003679908472,1594569600.0,20-07-13,OCE
LDLC OL,1528.829661524481,1594569600.0,20-07-13,FR
Team Dynamics,1528.702693529098,1594569600.0,20-07-13,KR
Origen,1528.0251902241555,1594569600.0,20-07-13,EUW
J Team,1526.9118880177612,1594569600.0,20-07-13,PCS
Schalke Evolution,1526.4806730674077,1594569600.0,20-07-13,DE
Mkers,1525.6419611342405,1594569600.0,20-07-13,IT
Istanbul Wildcats,1525.302233958934,1594569600.0,20-07-13,TR
V3 Esports,1524.6326382156017,1594569600.0,20-07-13,JP
Cerberus Esports,1524.257032496224,1594569600.0,20-07-13,VN
GamerLegion,1522.7732837310357,1594569600.0,20-07-13,DE
Chief Esports Club,1522.5513857891121,1594569600.0,20-07-13,OCE
TSM,1521.4730350685381,1594569600.0,20-07-13,NA
UOL Sexy Edition,1521.1551927346477,1594569600.0,20-07-13,DE
Racoon,1520.4667642601448,1594569600.0,20-07-13,IT
Santos e-Sports,1520.3517396559957,1594569600.0,20-07-13,BR
Gambit Esports,1520.06587809809,1594569600.0,20-07-13,CIS
EGN Esports,1519.5338919373924,1594569600.0,20-07-13,PT
JD Gaming,1787.327422677865,1595779200.0,20-07-27,CN
Invictus Gaming,1766.7617077585162,1595779200.0,20-07-27,CN
DragonX,1758.9266706836204,1595779200.0,20-07-27,KR
Funplus Phoenix,1741.740314011496,1595779200.0,20-07-27,CN
Top Esports,1726.1808132677,1595779200.0,20-07-27,CN
DAMWON Gaming,1717.9542334556545,1595779200.0,20-07-27,KR
Cloud9,1707.4952912679653,1595779200.0,20-07-27,NA
G2 Esports,1704.0803597339295,1595779200.0,20-07-27,EUW
T1,1683.4987041618967,1595779200.0,20-07-27,KR
SK Telecom T1,1672.206387699599,1595779200.0,20-07-27,KR
Gen.G eSports,1662.5950172181713,1595779200.0,20-07-27,KR
Fnatic,1643.5215550399437,1595779200.0,20-07-27,EUW
MAD Lions,1602.780172263369,1595779200.0,20-07-27,EUW
PSG Talon,1600.664520784226,1595779200.0,20-07-27,PCS
Team Liquid,1600.4763791151165,1595779200.0,20-07-27,NA
Suning,1592.1106337614276,1595779200.0,20-07-27,CN
Machi E-Sports,1591.7926744984252,1595779200.0,20-07-27,PCS
Team WE,1582.0613815989236,1595779200.0,20-07-27,CN
Team Flash,1569.4048876103068,1595779200.0,20-07-27,VN
Splyce,1561.6078558833324,1595779200.0,20-07-27,EUW
Rogue,1559.6842810255794,1595779200.0,20-07-27,EUW
eSuba,1550.0971163773545,1595779200.0,20-07-27,CZ
Vodafone Giants,1544.7428305828748,1595779200.0,20-07-27,ES
All Knights,1542.874142175522,1595779200.0,20-07-27,LAT
Cloud9 Academy,1542.770380204214,1595779200.0,20-07-27,NA
AGO ROGUE,1541.1125175065365,1595779200.0,20-07-27,PL
Movistar Riders,1541.006523315584,1595779200.0,20-07-27,ES
TSM,1540.739059334121,1595779200.0,20-07-27,NA
Kingzone DragonX,1538.9013465068726,1595779200.0,20-07-27,KR
Legacy eSports,1538.7312132890115,1595779200.0,20-07-27,OCE
Unicorns Of Love,1535.8729985791692,1595779200.0,20-07-27,CIS
J Team,1535.1280144522339,1595779200.0,20-07-27,PCS
Istanbul Wildcats,1533.8679845510292,1595779200.0,20-07-27,TR
K1CK Neosurf,1531.2231478901892,1595779200.0,20-07-27,PL
FlyQuest,1530.5936529354337,1595779200.0,20-07-27,NA
V3 Esports,1528.3619411965735,1595779200.0,20-07-27,JP
Origen,1527.9538869657893,1595779200.0,20-07-27,EUW
LDLC OL,1527.7526303913555,1595779200.0,20-07-27,FR
GamerLegion,1526.5152882123605,1595779200.0,20-07-27,DE
Chief Esports Club,1526.4079220554165,1595779200.0,20-07-27,OCE
Schalke Evolution,1525.136949899756,1595779200.0,20-07-27,DE
Racoon,1524.6297161430334,1595779200.0,20-07-27,IT
Gambit Esports,1524.1647194783866,1595779200.0,20-07-27,CIS
Samsung Morning Stars,1522.8681984082239,1595779200.0,20-07-27,IT
Mousesports,1520.5445090050557,1595779200.0,20-07-27,DE
Team Sampi,1520.3754441419846,1595779200.0,20-07-27,CZ
1907 Fenerbahce,1520.2538526964267,1595779200.0,20-07-27,TR
UOL Sexy Edition,1520.1882464061198,1595779200.0,20-07-27,DE
EGN Esports,1519.981515228525,1595779200.0,20-07-27,PT
Mkers,1519.7210556683037,1595779200.0,20-07-27,IT
JD Gaming,1772.6764464473663,1596988800.0,20-08-10,CN
DAMWON Gaming,1766.3793748398339,1596988800.0,20-08-10,KR
DragonX,1756.7917832894582,1596988800.0,20-08-10,KR
G2 Esports,1743.332988840227,1596988800.0,20-08-10,EUW
Invictus Gaming,1743.2621378372392,1596988800.0,20-08-10,CN
Top Esports,1737.4677545290153,1596988800.0,20-08-10,CN
Funplus Phoenix,1736.2066994243107,1596988800.0,20-08-10,CN
T1,1727.4916092408655,1596988800.0,20-08-10,KR
Cloud9,1687.6416426473304,1596988800.0,20-08-10,NA
SK Telecom T1,1666.69710007237,1596988800.0,20-08-10,KR
Gen.G eSports,1665.9675540966925,1596988800.0,20-08-10,KR
Team Liquid,1636.7859568553072,1596988800.0,20-08-10,NA
Fnatic,1621.0976734193016,1596988800.0,20-08-10,EUW
Suning,1611.6864482178055,1596988800.0,20-08-10,CN
PSG Talon,1607.0840352965342,1596988800.0,20-08-10,PCS
Machi E-Sports,1587.230027028256,1596988800.0,20-08-10,PCS
MAD Lions,1577.0359524558805,1596988800.0,20-08-10,EUW
Team Flash,1571.115395285112,1596988800.0,20-08-10,VN
FlyQuest,1570.9609218527942,1596988800.0,20-08-10,NA
Rogue,1566.1929668350779,1596988800.0,20-08-10,EUW
TSM,1565.1612084075618,1596988800.0,20-08-10,NA
Splyce,1559.210143290745,1596988800.0,20-08-10,EUW
Edward Gaming,1551.5759045838638,1596988800.0,20-08-10,CN
eSuba,1548.3079901981173,1596988800.0,20-08-10,CZ
Vodafone Giants,1547.3467701155535,1596988800.0,20-08-10,ES
J Team,1546.103659682433,1596988800.0,20-08-10,PCS
Cloud9 Academy,1545.5985595538734,1596988800.0,20-08-10,NA
All Knights,1545.398393017931,1596988800.0,20-08-10,LAT
Unicorns Of Love,1543.8744184616692,1596988800.0,20-08-10,CIS
Movistar Riders,1543.849057195473,1596988800.0,20-08-10,ES
Legacy eSports,1543.7965272955976,1596988800.0,20-08-10,OCE
AGO ROGUE,1542.004997654129,1596988800.0,20-08-10,PL
LDLC OL,1538.379939460591,1596988800.0,20-08-10,FR
Kingzone DragonX,1537.572678803784,1596988800.0,20-08-10,KR
Istanbul Wildcats,1537.1394044083024,1596988800.0,20-08-10,TR
K1CK Neosurf,1534.7850043655371,1596988800.0,20-08-10,PL
Team WE,1533.841593292338,1596988800.0,20-08-10,CN
Schalke Evolution,1533.674563135479,1596988800.0,20-08-10,DE
Mousesports,1529.3376106945182,1596988800.0,20-08-10,DE
Gambit Esports,1527.9822091250396,1596988800.0,20-08-10,CIS
GamerLegion,1527.513297119521,1596988800.0,20-08-10,DE
V3 Esports,1527.1579178489737,1596988800.0,20-08-10,JP
Samsung Morning Stars,1524.4711521831255,1596988800.0,20-08-10,IT
Order,1524.4474470823247,1596988800.0,20-08-10,OCE
Chief Esports Club,1522.6226813875082,1596988800.0,20-08-10,OCE
Gamers Origin,1522.488546349784,1596988800.0,20-08-10,FR
Racoon,1521.2696761629606,1596988800.0,20-08-10,IT
RED Canids,1520.2372925396053,1596988800.0,20-08-10,BR
Team Sampi,1519.6304453517162,1596988800.0,20-08-10,CZ
1907 Fenerbahce,1519.2606029243698,1596988800.0,20-08-10,TR
DAMWON Gaming,1799.518460327987,1598198400.0,20-08-24,KR
JD Gaming,1793.4102712770602,1598198400.0,20-08-24,CN
Top Esports,1763.7610303427625,1598198400.0,20-08-24,CN
G2 Esports,1757.2464501443333,1598198400.0,20-08-24,EUW
DragonX,1746.1325611801215,1598198400.0,20-08-24,KR
T1,1736.4818705743055,1598198400.0,20-08-24,KR
Gen.G eSports,1698.6801598623836,1598198400.0,20-08-24,KR
Invictus Gaming,1691.4983216878663,1598198400.0,20-08-24,CN
Funplus Phoenix,1683.2155432444088,1598198400.0,20-08-24,CN
Cloud9,1674.6704078927635,1598198400.0,20-08-24,NA
SK Telecom T1,1661.3323856151958,1598198400.0,20-08-24,KR
Team Liquid,1653.3941506531728,1598198400.0,20-08-24,NA
Fnatic,1641.4546631348203,1598198400.0,20-08-24,EUW
PSG Talon,1623.6761854539536,1598198400.0,20-08-24,PCS
FlyQuest,1617.6493097659088,1598198400.0,20-08-24,NA
Machi E-Sports,1606.0410589660846,1598198400.0,20-08-24,PCS
Suning,1606.0408528765652,1598198400.0,20-08-24,CN
Team Flash,1590.7383181757896,1598198400.0,20-08-24,VN
TSM,1579.8898750415833,1598198400.0,20-08-24,NA
Splyce,1556.9075077897564,1598198400.0,20-08-24,EUW
J Team,1555.714178490911,1598198400.0,20-08-24,PCS
MAD Lions,1554.5056056210367,1598198400.0,20-08-24,EUW
Edward Gaming,1550.0415225856125,1598198400.0,20-08-24,CN
LGD Gaming,1547.7662037454106,1598198400.0,20-08-24,CN
Cloud9 Academy,1546.2765795163837,1598198400.0,20-08-24,NA
LDLC OL,1545.895162619599,1598198400.0,20-08-24,FR
Movistar Riders,1544.7598486565205,1598198400.0,20-08-24,ES
Legacy eSports,1544.6258203217615,1598198400.0,20-08-24,OCE
Unicorns Of Love,1544.5542264754895,1598198400.0,20-08-24,CIS
All Knights,1543.790925758207,1598198400.0,20-08-24,LAT
GamerLegion,1543.3026064630158,1598198400.0,20-08-24,DE
Vodafone Giants,1543.0984254846753,1598198400.0,20-08-24,ES
eSuba,1541.1366959181569,1598198400.0,20-08-24,CZ
Rogue,1540.364873769509,1598198400.0,20-08-24,EUW
K1CK Neosurf,1538.3224477227916,1598198400.0,20-08-24,PL
Kingzone DragonX,1536.2846787163048,1598198400.0,20-08-24,KR
AGO ROGUE,1535.5566564137084,1598198400.0,20-08-24,PL
Mousesports,1533.1731017500322,1598198400.0,20-08-24,DE
Istanbul Wildcats,1533.1609006260107,1598198400.0,20-08-24,TR
Schalke Evolution,1530.0026434401923,1598198400.0,20-08-24,DE
Gambit Esports,1529.339181170037,1598198400.0,20-08-24,CIS
V3 Esports,1528.6270421824006,1598198400.0,20-08-24,JP
GAM Esports,1527.9262022947185,1598198400.0,20-08-24,VN
Racoon,1527.3660777982961,1598198400.0,20-08-24,IT
Order,1526.0381852539015,1598198400.0,20-08-24,OCE
Chief Esports Club,1524.129759067261,1598198400.0,20-08-24,OCE
Samsung Morning Stars,1523.5616947512513,1598198400.0,20-08-24,IT
Misfits Premier,1522.1022281574342,1598198400.0,20-08-24,FR
RED Canids,1521.8882447557062,1598198400.0,20-08-24,BR
Gamers Origin,1521.4357844805759,1598198400.0,20-08-24,FR
DAMWON Gaming,1827.8755985688326,1599408000.0,20-09-07,KR
Top Esports,1793.6419283994815,1599408000.0,20-09-07,CN
G2 Esports,1765.4104163976265,1599408000.0,20-09-07,EUW
JD Gaming,1746.9377375389372,1599408000.0,20-09-07,CN
DragonX,1738.4700847267347,1599408000.0,20-09-07,KR
Gen.G eSports,1686.675197166963,1599408000.0,20-09-07,KR
T1,1683.4634056980553,1599408000.0,20-09-07,KR
Invictus Gaming,1676.3741098001192,1599408000.0,20-09-07,CN
Suning,1666.389128487115,1599408000.0,20-09-07,CN
SK Telecom T1,1656.1105087501758,1599408000.0,20-09-07,KR
TSM,1655.2729458712674,1599408000.0,20-09-07,NA
Funplus Phoenix,1644.511117020321,1599408000.0,20-09-07,CN
Fnatic,1643.0146606018477,1599408000.0,20-09-07,EUW
Cloud9,1643.0129048202364,1599408000.0,20-09-07,NA
PSG Talon,1618.988126828565,1599408000.0,20-09-07,PCS
Machi E-Sports,1615.0652643265557,1599408000.0,20-09-07,PCS
FlyQuest,1613.6912552029246,1599408000.0,20-09-07,NA
Team Flash,1610.2592123042848,1599408000.0,20-09-07,VN
Team Liquid,1597.6330468601673,1599408000.0,20-09-07,NA
Afreeca Freecs,1556.289415828444,1599408000.0,20-09-07,KR
Splyce,1554.696124333035,1599408000.0,20-09-07,EUW
Movistar Riders,1552.490556281634,1599408000.0,20-09-07,ES
MAD Lions,1549.9458083417508,1599408000.0,20-09-07,EUW
Edward Gaming,1548.5407139914494,1599408000.0,20-09-07,CN
Cloud9 Academy,1546.9707800917956,1599408000.0,20-09-07,NA
Legacy eSports,1545.4078174013944,1599408000.0,20-09-07,OCE
Unicorns Of Love,1545.2763006399337,1599408000.0,20-09-07,CIS
Rogue,1544.3121438357698,1599408000.0,20-09-07,EUW
Vodafone Giants,1543.6121057700204,1599408000.0,20-09-07,ES
J Team,1542.2199805598157,1599408000.0,20-09-07,PCS
LDLC OL,1541.2603414824491,1599408000.0,20-09-07,FR
All Knights,1539.7317311018808,1599408000.0,20-09-07,LAT
eSuba,1539.6893687864547,1599408000.0,20-09-07,CZ
K1CK Neosurf,1539.271962081756,1599408000.0,20-09-07,PL
AGO ROGUE,1539.0103049043287,1599408000.0,20-09-07,PL
GamerLegion,1536.8638799002213,1599408000.0,20-09-07,DE
Kingzone DragonX,1535.0364359671532,1599408000.0,20-09-07,KR
Istanbul Wildcats,1531.953395882531,1599408000.0,20-09-07,TR
Mousesports,1531.8535060615025,1599408000.0,20-09-07,DE
Schalke Evolution,1531.4078185905878,1599408000.0,20-09-07,DE
Gamers Origin,1530.1548699143084,1599408000.0,20-09-07,FR
V3 Esports,1530.0500648691277,1599408000.0,20-09-07,JP
LGD Gaming,1527.709672677246,1599408000.0,20-09-07,CN
Racoon,1526.36806145844,1599408000.0,20-09-07,IT
Gambit Esports,1525.8627547177794,1599408000.0,20-09-07,CIS
Misfits Premier,1525.7851934970586,1599408000.0,20-09-07,FR
Chief Esports Club,1523.3089379256623,1599408000.0,20-09-07,OCE
Rainbow7,1523.0809031051995,1599408000.0,20-09-07,LAT
Order,1522.721087240768,1599408000.0,20-09-07,OCE
RED Canids,1521.087271394649,1599408000.0,20-09-07,BR
DAMWON Gaming,1819.1366792592676,1600531200.0,20-09-20,KR
Top Esports,1785.185508172855,1600531200.0,20-09-20,CN
G2 Esports,1759.06742846839,1600531200.0,20-09-20,EUW
JD Gaming,1740.31675734935,1600531200.0,20-09-20,CN
DragonX,1732.062691292899,1600531200.0,20-09-20,KR
Gen.G eSports,1719.0542516390344,1600531200.0,20-09-20,KR
Invictus Gaming,1673.3822459075668,1600531200.0,20-09-20,CN
T1,1672.037986491842,1600531200.0,20-09-20,KR
Suning,1660.6340724915347,1600531200.0,20-09-20,CN
SK Telecom T1,1651.3879049030527,1600531200.0,20-09-20,KR
TSM,1650.2348914797853,1600531200.0,20-09-20,NA
Funplus Phoenix,1643.364652551713,1600531200.0,20-09-20,CN
Cloud9,1639.9256920579737,1600531200.0,20-09-20,NA
Fnatic,1639.3103507176993,1600531200.0,20-09-20,EUW
PSG Talon,1615.4935186503837,1600531200.0,20-09-20,PCS
Machi E-Sports,1611.5630671472868,1600531200.0,20-09-20,PCS
FlyQuest,1609.8347443753864,1600531200.0,20-09-20,NA
Team Flash,1606.7474770369215,1600531200.0,20-09-20,VN
Team Liquid,1595.0990072705974,1600531200.0,20-09-20,NA
Splyce,1552.721190362918,1600531200.0,20-09-20,EUW
AGO ROGUE,1549.860599523665,1600531200.0,20-09-20,PL
MAD Lions,1548.3386999539066,1600531200.0,20-09-20,EUW
Edward Gaming,1547.177002457127,1600531200.0,20-09-20,CN
Vodafone Giants,1546.7061457695554,1600531200.0,20-09-20,ES
Movistar Riders,1545.5678025542259,1600531200.0,20-09-20,ES
Cloud9 Academy,1545.4021731418432,1600531200.0,20-09-20,NA
GamerLegion,1545.2792885365575,1600531200.0,20-09-20,DE
LDLC OL,1544.4875889665684,1600531200.0,20-09-20,FR
Legacy eSports,1543.8928758804773,1600531200.0,20-09-20,OCE
Unicorns Of Love,1543.6913593653774,1600531200.0,20-09-20,CIS
Rogue,1542.5448699837937,1600531200.0,20-09-20,EUW
J Team,1540.9349481240693,1600531200.0,20-09-20,PCS
All Knights,1538.4249294308195,1600531200.0,20-09-20,LAT
eSuba,1538.3878492797646,1600531200.0,20-09-20,CZ
Mousesports,1537.9368906516272,1600531200.0,20-09-20,DE
K1CK Neosurf,1537.8243072363366,1600531200.0,20-09-20,PL
Kingzone DragonX,1533.9121530290588,1600531200.0,20-09-20,KR
Gamers Origin,1531.2200081987748,1600531200.0,20-09-20,FR
Istanbul Wildcats,1530.870301608371,1600531200.0,20-09-20,TR
V3 Esports,1529.0300521620554,1600531200.0,20-09-20,JP
Racoon,1525.472913965824,1600531200.0,20-09-20,IT
LGD Gaming,1525.1986056416745,1600531200.0,20-09-20,CN
Gambit Esports,1524.9811178734988,1600531200.0,20-09-20,CIS
Schalke Evolution,1523.0949395711566,1600531200.0,20-09-20,DE
Afreeca Freecs,1522.7835821702872,1600531200.0,20-09-20,KR
Chief Esports Club,1522.5689526287351,1600531200.0,20-09-20,OCE
Rainbow7,1522.3123168384163,1600531200.0,20-09-20,LAT
Order,1521.9595408881985,1600531200.0,20-09-20,OCE
RED Canids,1520.3690478589901,1600531200.0,20-09-20,BR
Awesome Spear,1519.229669012005,1600531200.0,20-09-20,KR
DAMWON Gaming,2063.6795399031344,1601827200.0,20-10-05,KR
Top Esports,1993.0876780625313,1601827200.0,20-10-05,CN
G2 Esports,1968.9293541128393,1601827200.0,20-10-05,EUW
Gen.G eSports,1901.4320041757483,1601827200.0,20-10-05,KR
JD Gaming,1844.8404481752343,1601827200.0,20-10-05,CN
DragonX,1717.3017299686558,1601827200.0,20-10-05,KR
Suning,1674.3199882620174,1601827200.0,20-10-05,CN
LGD Gaming,1673.084775833827,1601827200.0,20-10-05,CN
Invictus Gaming,1669.878538369805,1601827200.0,20-10-05,CN
T1,1667.4080252930883,1601827200.0,20-10-05,KR
SK Telecom T1,1646.0877579283776,1601827200.0,20-10-05,KR
Funplus Phoenix,1641.882796169375,1601827200.0,20-10-05,CN
Machi E-Sports,1641.4586399064665,1601827200.0,20-10-05,PCS
Cloud9,1636.369096065842,1601827200.0,20-10-05,NA
FlyQuest,1636.0137763573734,1601827200.0,20-10-05,NA
Team Flash,1602.8229329507733,1601827200.0,20-10-05,VN
Fnatic,1598.4763234236227,1601827200.0,20-10-05,EUW
Legacy eSports,1557.3624321309132,1601827200.0,20-10-05,OCE
Splyce,1550.5325601946836,1601827200.0,20-10-05,EUW
AGO ROGUE,1547.9076620153162,1601827200.0,20-10-05,PL
Edward Gaming,1545.6390669601178,1601827200.0,20-10-05,CN
Vodafone Giants,1544.9506790551343,1601827200.0,20-10-05,ES
Movistar Riders,1543.8220076291702,1601827200.0,20-10-05,ES
Cloud9 Academy,1543.654174660455,1601827200.0,20-10-05,NA
GamerLegion,1543.4959858198006,1601827200.0,20-10-05,DE
LDLC OL,1539.6557659764221,1601827200.0,20-10-05,FR
J Team,1539.494553225284,1601827200.0,20-10-05,PCS
All Knights,1536.9670357339885,1601827200.0,20-10-05,LAT
eSuba,1536.9354801145985,1601827200.0,20-10-05,CZ
Mousesports,1536.4550883188617,1601827200.0,20-10-05,DE
K1CK Neosurf,1536.3626539497768,1601827200.0,20-10-05,PL
Kingzone DragonX,1532.655561881774,1601827200.0,20-10-05,KR
Gamers Origin,1532.3491490953463,1601827200.0,20-10-05,FR
Istanbul Wildcats,1529.6647334144843,1601827200.0,20-10-05,TR
Racoon,1524.4765992134373,1601827200.0,20-10-05,IT
Gambit Esports,1524.0001997632792,1601827200.0,20-10-05,CIS
Misfits Premier,1523.6537370576716,1601827200.0,20-10-05,FR
Schalke Evolution,1522.2082546480628,1601827200.0,20-10-05,DE
Chief Esports Club,1521.741139564064,1601827200.0,20-10-05,OCE
Order,1521.1111308585066,1601827200.0,20-10-05,OCE
Afreeca Freecs,1520.7935553139946,1601827200.0,20-10-05,KR
RED Canids,1519.5698628206173,1601827200.0,20-10-05,BR
Awesome Spear,1518.5134474262798,1601827200.0,20-10-05,KR
Team Sampi,1516.906276469019,1601827200.0,20-10-05,CZ
1907 Fenerbahce,1516.7266578499023,1601827200.0,20-10-05,TR
EVOS Esports,1516.7001107610945,1601827200.0,20-10-05,VN
Samsung Morning Stars,1516.6816355634135,1601827200.0,20-10-05,IT
Royal Never Give Up,1516.4384505061553,1601827200.0,20-10-05,CN
Mkers,1516.3176733151033,1601827200.0,20-10-05,IT
Detonation FocusMe,1514.8857383043573,1601827200.0,20-10-05,JP
DAMWON Gaming,2141.1712851234884,1603036800.0,20-10-19,KR
Top Esports,2064.9792663246994,1603036800.0,20-10-19,CN
Suning,2002.5686363525756,1603036800.0,20-10-19,CN
G2 Esports,1969.6192635295888,1603036800.0,20-10-19,EUW
Gen.G eSports,1837.5498578161637,1603036800.0,20-10-19,KR
DragonX,1807.3823532272052,1603036800.0,20-10-19,KR
Team Liquid,1742.3186310432384,1603036800.0,20-10-19,NA
JD Gaming,1740.4042524664046,1603036800.0,20-10-19,CN
Fnatic,1727.5133644994783,1603036800.0,20-10-19,EUW
FlyQuest,1683.5314249722273,1603036800.0,20-10-19,NA
Invictus Gaming,1666.566568060508,1603036800.0,20-10-19,CN
T1,1663.1356136496124,1603036800.0,20-10-19,KR
PSG Talon,1647.7978529826407,1603036800.0,20-10-19,PCS
SK Telecom T1,1641.2828720206062,1603036800.0,20-10-19,KR
Funplus Phoenix,1640.3573678047073,1603036800.0,20-10-19,CN
Cloud9,1633.0608219620199,1603036800.0,20-10-19,NA
Team Flash,1599.279977703247,1603036800.0,20-10-19,VN
LGD Gaming,1580.2338625578845,1603036800.0,20-10-19,CN
Legacy eSports,1554.8584809907093,1603036800.0,20-10-19,OCE
Splyce,1548.5734615260465,1603036800.0,20-10-19,EUW
AGO ROGUE,1546.1521242752215,1603036800.0,20-10-19,PL
GamerLegion,1544.296378887769,1603036800.0,20-10-19,DE
Edward Gaming,1544.2378619889294,1603036800.0,20-10-19,CN
Vodafone Giants,1543.3675515349569,1603036800.0,20-10-19,ES
