name,value,timestamp,date,type
Movistar Riders,1542.2499512583777,1603036800.0,20-10-19,ES
Cloud9 Academy,1542.0807410950677,1603036800.0,20-10-19,NA
eSuba,1540.3449448948645,1603036800.0,20-10-19,CZ
J Team,1538.1902706498477,1603036800.0,20-10-19,PCS
Mousesports,1537.4985702680076,1603036800.0,20-10-19,DE
LDLC OL,1535.8000904785472,1603036800.0,20-10-19,FR
All Knights,1535.6532567648992,1603036800.0,20-10-19,LAT
K1CK Neosurf,1535.0473624690678,1603036800.0,20-10-19,PL
Kingzone DragonX,1531.5210971781835,1603036800.0,20-10-19,KR
Gamers Origin,1531.1756325826893,1603036800.0,20-10-19,FR
Istanbul Wildcats,1528.580806010399,1603036800.0,20-10-19,TR
Misfits Premier,1525.2578498294972,1603036800.0,20-10-19,FR
Racoon,1523.580866552827,1603036800.0,20-10-19,IT
Gambit Esports,1523.118626174011,1603036800.0,20-10-19,CIS
Chief Esports Club,1520.9931189005392,1603036800.0,20-10-19,OCE
Order,1520.3476542923256,1603036800.0,20-10-19,OCE
Afreeca Freecs,1519.0500256181874,1603036800.0,20-10-19,KR
Schalke Evolution,1519.0070828446446,1603036800.0,20-10-19,DE
RED Canids,1518.851546220077,1603036800.0,20-10-19,BR
Awesome Spear,1517.8670391265073,1603036800.0,20-10-19,KR
Royal Never Give Up,1516.4004700534258,1603036800.0,20-10-19,CN
Team Sampi,1516.2849723060829,1603036800.0,20-10-19,CZ
1907 Fenerbahce,1516.1423716370682,1603036800.0,20-10-19,TR
EVOS Esports,1516.1126931994895,1603036800.0,20-10-19,VN
Samsung Morning Stars,1516.0543234061552,1603036800.0,20-10-19,IT
Mkers,1515.7101593511134,1603036800.0,20-10-19,IT
DAMWON Gaming,1980.2543764466873,1604246400.0,20-11-02,KR
Suning,1788.8256153076045,1604246400.0,20-11-02,CN
Top Esports,1773.3218617649825,1604246400.0,20-11-02,CN
Gen.G eSports,1711.921939073187,1604246400.0,20-11-02,KR
G2 Esports,1688.921372020774,1604246400.0,20-11-02,EUW
DragonX,1665.446153170936,1604246400.0,20-11-02,KR
JD Gaming,1650.1976657251191,1604246400.0,20-11-02,CN
Team Liquid,1627.7809521218087,1604246400.0,20-11-02,NA
Fnatic,1622.2069390692736,1604246400.0,20-11-02,EUW
Invictus Gaming,1603.8212702507633,1604246400.0,20-11-02,CN
Funplus Phoenix,1597.5058910189946,1604246400.0,20-11-02,CN
T1,1593.6142722791978,1604246400.0,20-11-02,KR
FlyQuest,1578.060568197803,1604246400.0,20-11-02,NA
Cloud9,1577.0689055608934,1604246400.0,20-11-02,NA
SK Telecom T1,1572.665079643955,1604246400.0,20-11-02,KR
PSG Talon,1554.4591587554671,1604246400.0,20-11-02,PCS
Team Flash,1550.0389910021734,1604246400.0,20-11-02,VN
LGD Gaming,1536.915332519856,1604246400.0,20-11-02,CN
AGO ROGUE,1524.942943313318,1604246400.0,20-11-02,PL
Legacy eSports,1523.613375944216,1604246400.0,20-11-02,OCE
Edward Gaming,1523.4582880689352,1604246400.0,20-11-02,CN
Splyce,1522.9774509990546,1604246400.0,20-11-02,EUW
Vodafone Giants,1521.5774870959476,1604246400.0,20-11-02,ES
Movistar Riders,1520.8310739793503,1604246400.0,20-11-02,ES
Cloud9 Academy,1520.6990586956786,1604246400.0,20-11-02,NA
eSuba,1519.8004941971203,1604246400.0,20-11-02,CZ
J Team,1519.6583315792577,1604246400.0,20-11-02,PCS
Mousesports,1519.5403542175936,1604246400.0,20-11-02,DE
GamerLegion,1519.0778298179964,1604246400.0,20-11-02,DE
LDLC OL,1517.8623031406307,1604246400.0,20-11-02,FR
All Knights,1517.6616382130342,1604246400.0,20-11-02,LAT
K1CK Neosurf,1517.2092577215212,1604246400.0,20-11-02,PL
Kingzone DragonX,1515.7888151315683,1604246400.0,20-11-02,KR
Gamers Origin,1514.0546895373045,1604246400.0,20-11-02,FR
Istanbul Wildcats,1513.963759208848,1604246400.0,20-11-02,TR
Misfits Premier,1513.5997913732076,1604246400.0,20-11-02,FR
Royal Never Give Up,1512.5904232594844,1604246400.0,20-11-02,CN
Schalke Evolution,1511.840995373123,1604246400.0,20-11-02,DE
Racoon,1511.5095795431387,1604246400.0,20-11-02,IT
Gambit Esports,1511.264632237952,1604246400.0,20-11-02,CIS
Chief Esports Club,1510.5613364992312,1604246400.0,20-11-02,OCE
Order,1509.9918233094086,1604246400.0,20-11-02,OCE
RED Canids,1509.1877338585214,1604246400.0,20-11-02,BR
Awesome Spear,1508.9244333886736,1604246400.0,20-11-02,KR
MAD Lions Madrid,1508.1984508552173,1604246400.0,20-11-02,ES
EVOS Esports,1508.0726348405774,1604246400.0,20-11-02,VN
1907 Fenerbahce,1508.0596704856355,1604246400.0,20-11-02,TR
Team Sampi,1507.931649652185,1604246400.0,20-11-02,CZ
Samsung Morning Stars,1507.7252960196283,1604246400.0,20-11-02,IT
Mkers,1507.6007844616245,1604246400.0,20-11-02,IT
DAMWON Gaming,2305.008920177473,1605456000.0,20-11-16,KR
Suning,1997.022271282118,1605456000.0,20-11-16,CN
Top Esports,1910.761095516878,1605456000.0,20-11-16,CN
G2 Esports,1843.9692878801445,1605456000.0,20-11-16,EUW
Gen.G eSports,1823.3057857791528,1605456000.0,20-11-16,KR
DragonX,1788.6131509690135,1605456000.0,20-11-16,KR
JD Gaming,1730.9256471061876,1605456000.0,20-11-16,CN
Team Liquid,1727.40258569787,1605456000.0,20-11-16,NA
Fnatic,1713.9534899812338,1605456000.0,20-11-16,EUW
FlyQuest,1668.7773446286965,1605456000.0,20-11-16,NA
Invictus Gaming,1659.8513927639378,1605456000.0,20-11-16,CN
T1,1654.7445120050595,1605456000.0,20-11-16,KR
Funplus Phoenix,1636.937588056697,1605456000.0,20-11-16,CN
PSG Talon,1633.38018675087,1605456000.0,20-11-16,PCS
SK Telecom T1,1632.0753723446676,1605456000.0,20-11-16,KR
Cloud9,1626.4977453761774,1605456000.0,20-11-16,NA
Team Flash,1592.5289875396838,1605456000.0,20-11-16,VN
LGD Gaming,1575.3054155816806,1605456000.0,20-11-16,CN
AGO ROGUE,1561.377907596503,1605456000.0,20-11-16,PL
Vodafone Giants,1554.5125133721697,1605456000.0,20-11-16,ES
Legacy eSports,1550.1717771327337,1605456000.0,20-11-16,OCE
Splyce,1544.8843608945147,1605456000.0,20-11-16,EUW
Edward Gaming,1541.5337263874974,1605456000.0,20-11-16,CN
Mousesports,1539.6105789754968,1605456000.0,20-11-16,DE
Cloud9 Academy,1539.0949472169752,1605456000.0,20-11-16,NA
eSuba,1538.2934217053394,1605456000.0,20-11-16,CZ
GamerLegion,1536.3014958691215,1605456000.0,20-11-16,DE
J Team,1535.694531623957,1605456000.0,20-11-16,PCS
Movistar Riders,1534.2435648226246,1605456000.0,20-11-16,ES
LDLC OL,1533.32752748944,1605456000.0,20-11-16,FR
All Knights,1533.1563426666519,1605456000.0,20-11-16,LAT
K1CK Neosurf,1532.5524410625706,1605456000.0,20-11-16,PL
Kingzone DragonX,1529.3595408743292,1605456000.0,20-11-16,KR
Gamers Origin,1526.5738885708981,1605456000.0,20-11-16,FR
Istanbul Wildcats,1526.5271276697943,1605456000.0,20-11-16,TR
Misfits Premier,1525.8277350691255,1605456000.0,20-11-16,FR
Racoon,1521.8839169176433,1605456000.0,20-11-16,IT
Gambit Esports,1521.4493026722141,1605456000.0,20-11-16,CIS
Schalke Evolution,1519.9824335988346,1605456000.0,20-11-16,DE
Chief Esports Club,1519.566181717218,1605456000.0,20-11-16,OCE
Order,1518.8993951810583,1605456000.0,20-11-16,OCE
RED Canids,1517.4911890377073,1605456000.0,20-11-16,BR
Awesome Spear,1516.635946016115,1605456000.0,20-11-16,KR
Royal Never Give Up,1516.253925069213,1605456000.0,20-11-16,CN
Afreeca Freecs,1515.8749968508514,1605456000.0,20-11-16,KR
MAD Lions Madrid,1515.6914581659942,1605456000.0,20-11-16,ES
Team Sampi,1515.1084823055241,1605456000.0,20-11-16,CZ
1907 Fenerbahce,1515.0295276307381,1605456000.0,20-11-16,TR
EVOS Esports,1514.9975228163737,1605456000.0,20-11-16,VN
DAMWON Gaming,2283.2023019798744,1606579200.0,20-11-29,KR
Suning,1983.6446689725663,1606579200.0,20-11-29,CN
Top Esports,1902.8020061965594,1606579200.0,20-11-29,CN
G2 Esports,1832.7082182635886,1606579200.0,20-11-29,EUW
Gen.G eSports,1816.7650574897361,1606579200.0,20-11-29,KR
DragonX,1780.2577747005992,1606579200.0,20-11-29,KR
JD Gaming,1726.4550858601274,1606579200.0,20-11-29,CN
Team Liquid,1720.7097070172283,1606579200.0,20-11-29,NA
Fnatic,1707.8536116084488,1606579200.0,20-11-29,EUW
FlyQuest,1662.2308517324072,1606579200.0,20-11-29,NA
Invictus Gaming,1656.7047238499474,1606579200.0,20-11-29,CN
T1,1650.923200674221,1606579200.0,20-11-29,KR
Funplus Phoenix,1635.2010310907594,1606579200.0,20-11-29,CN
SK Telecom T1,1627.9787654902482,1606579200.0,20-11-29,KR
PSG Talon,1627.1258559141197,1606579200.0,20-11-29,PCS
Cloud9,1623.4831925955755,1606579200.0,20-11-29,NA
Team Flash,1589.5410368829816,1606579200.0,20-11-29,VN
LGD Gaming,1573.0014215738815,1606579200.0,20-11-29,CN
AGO ROGUE,1559.3004718349719,1606579200.0,20-11-29,PL
Vodafone Giants,1552.7073584312595,1606579200.0,20-11-29,ES
Legacy eSports,1548.1343148655178,1606579200.0,20-11-29,OCE
Splyce,1543.2699470520429,1606579200.0,20-11-29,EUW
eSuba,1541.7929980069187,1606579200.0,20-11-29,CZ
Edward Gaming,1540.322397813788,1606579200.0,20-11-29,CN
Mousesports,1538.2571642175842,1606579200.0,20-11-29,DE
Cloud9 Academy,1537.7787083134729,1606579200.0,20-11-29,NA
GamerLegion,1535.0609476060529,1606579200.0,20-11-29,DE
J Team,1534.5855001708833,1606579200.0,20-11-29,PCS
Movistar Riders,1533.106998841235,1606579200.0,20-11-29,ES
LDLC OL,1532.2341630860835,1606579200.0,20-11-29,FR
All Knights,1532.0540189428864,1606579200.0,20-11-29,LAT
K1CK Neosurf,1531.4530138266744,1606579200.0,20-11-29,PL
Kingzone DragonX,1528.403008754712,1606579200.0,20-11-29,KR
Gamers Origin,1525.6772426369055,1606579200.0,20-11-29,FR
Istanbul Wildcats,1525.6231217242869,1606579200.0,20-11-29,TR
Misfits Premier,1524.9483552499537,1606579200.0,20-11-29,FR
Racoon,1521.137014431968,1606579200.0,20-11-29,IT
Gambit Esports,1520.7148845967818,1606579200.0,20-11-29,CIS
Schalke Evolution,1519.3067020102274,1606579200.0,20-11-29,DE
Chief Esports Club,1518.9340413510722,1606579200.0,20-11-29,OCE
Order,1518.2611762292986,1606579200.0,20-11-29,OCE
RED Canids,1516.8926330971424,1606579200.0,20-11-29,BR
Royal Never Give Up,1516.1562759267547,1606579200.0,20-11-29,CN
Awesome Spear,1516.0913929275725,1606579200.0,20-11-29,KR
MAD Lions Madrid,1515.1540673147947,1606579200.0,20-11-29,ES
Team Sampi,1514.5908882982474,1606579200.0,20-11-29,CZ
1907 Fenerbahce,1514.5372662604184,1606579200.0,20-11-29,TR
Afreeca Freecs,1514.534560338631,1606579200.0,20-11-29,KR
EVOS Esports,1514.505579270837,1606579200.0,20-11-29,VN
DAMWON Gaming,2271.6948121826385,1607184000.0,20-12-06,KR
Suning,1976.5414188463467,1607184000.0,20-12-06,CN
Top Esports,1898.5314525762449,1607184000.0,20-12-06,CN
G2 Esports,1826.8116361089624,1607184000.0,20-12-06,EUW
Gen.G eSports,1813.2622978194308,1607184000.0,20-12-06,KR
DragonX,1775.8495898906322,1607184000.0,20-12-06,KR
JD Gaming,1724.0346439645725,1607184000.0,20-12-06,CN
Team Liquid,1717.167646353029,1607184000.0,20-12-06,NA
Fnatic,1704.6217471685227,1607184000.0,20-12-06,EUW
FlyQuest,1658.7862740884696,1607184000.0,20-12-06,NA
Invictus Gaming,1655.0054839172824,1607184000.0,20-12-06,CN
T1,1648.8861886410211,1607184000.0,20-12-06,KR
Funplus Phoenix,1634.2309638582738,1607184000.0,20-12-06,CN
SK Telecom T1,1625.8187828610075,1607184000.0,20-12-06,KR
PSG Talon,1623.8701221593449,1607184000.0,20-12-06,PCS
Cloud9,1621.8702847548805,1607184000.0,20-12-06,NA
Team Flash,1587.9694003514608,1607184000.0,20-12-06,VN
LGD Gaming,1571.7599932106798,1607184000.0,20-12-06,CN
AGO ROGUE,1558.2101486654863,1607184000.0,20-12-06,PL
Vodafone Giants,1551.7588408336464,1607184000.0,20-12-06,ES
Legacy eSports,1547.0720040144638,1607184000.0,20-12-06,OCE
eSuba,1545.8975789103154,1607184000.0,20-12-06,CZ
Splyce,1542.4252954062104,1607184000.0,20-12-06,EUW
Edward Gaming,1539.6816490991232,1607184000.0,20-12-06,CN
Mousesports,1537.5472061066648,1607184000.0,20-12-06,DE
Cloud9 Academy,1537.0876914092703,1607184000.0,20-12-06,NA
GamerLegion,1534.4101666581414,1607184000.0,20-12-06,DE
J Team,1534.0010580218743,1607184000.0,20-12-06,PCS
Movistar Riders,1532.5098376372641,1607184000.0,20-12-06,ES
LDLC OL,1531.6593302397212,1607184000.0,20-12-06,FR
All Knights,1531.4749145632086,1607184000.0,20-12-06,LAT
K1CK Neosurf,1530.8759234289992,1607184000.0,20-12-06,PL
Kingzone DragonX,1527.8999427544054,1607184000.0,20-12-06,KR
Gamers Origin,1525.2065641769502,1607184000.0,20-12-06,FR
Istanbul Wildcats,1525.148846488074,1607184000.0,20-12-06,TR
Misfits Premier,1524.4869629680732,1607184000.0,20-12-06,FR
Racoon,1520.7451816383427,1607184000.0,20-12-06,IT
Gambit Esports,1520.3296790682634,1607184000.0,20-12-06,CIS
Schalke Evolution,1518.9520384962552,1607184000.0,20-12-06,DE
Chief Esports Club,1518.6014148194433,1607184000.0,20-12-06,OCE
Order,1517.9261698338794,1607184000.0,20-12-06,OCE
RED Canids,1516.5786722320627,1607184000.0,20-12-06,BR
Royal Never Give Up,1516.0964716082517,1607184000.0,20-12-06,CN
Awesome Spear,1515.8050552556108,1607184000.0,20-12-06,KR
MAD Lions Madrid,1514.872202151529,1607184000.0,20-12-06,ES
Team Sampi,1514.3194094200942,1607184000.0,20-12-06,CZ
1907 Fenerbahce,1514.278423746018,1607184000.0,20-12-06,TR
EVOS Esports,1514.2471987710287,1607184000.0,20-12-06,VN
Samsung Morning Stars,1514.0768461237155,1607184000.0,20-12-06,IT
DAMWON Gaming,1924.250318294286,1608998400.0,20-12-27,KR
Top Esports,1751.0184609937273,1608998400.0,20-12-27,CN
Suning,1748.8699144011898,1608998400.0,20-12-27,CN
Gen.G eSports,1689.6644279583018,1608998400.0,20-12-27,KR
G2 Esports,1664.8946071045723,1608998400.0,20-12-27,EUW
DragonX,1644.789121982801,1608998400.0,20-12-27,KR
JD Gaming,1632.9042692390378,1608998400.0,20-12-27,CN
Team Liquid,1611.2737757384577,1608998400.0,20-12-27,NA
Fnatic,1606.7621825553158,1608998400.0,20-12-27,EUW
Invictus Gaming,1591.3135561005506,1608998400.0,20-12-27,CN
Funplus Phoenix,1589.3968808791171,1608998400.0,20-12-27,CN
T1,1582.4935335975547,1608998400.0,20-12-27,KR
Cloud9,1567.9194478589427,1608998400.0,20-12-27,NA
FlyQuest,1564.9061217210724,1608998400.0,20-12-27,NA
SK Telecom T1,1563.0539666273369,1608998400.0,20-12-27,KR
PSG Talon,1544.4058486638685,1608998400.0,20-12-27,PCS
Team Flash,1543.3159688539417,1608998400.0,20-12-27,VN
AGO ROGUE,1527.949432294993,1608998400.0,20-12-27,PL
LGD Gaming,1527.7117661129478,1608998400.0,20-12-27,CN
Vodafone Giants,1525.128714516894,1608998400.0,20-12-27,ES
Edward Gaming,1524.9019158705635,1608998400.0,20-12-27,CN
eSuba,1522.5746730047406,1608998400.0,20-12-27,CZ
Legacy eSports,1519.9336505927213,1608998400.0,20-12-27,OCE
Splyce,1519.7160585918307,1608998400.0,20-12-27,EUW
Mousesports,1517.9425885967196,1608998400.0,20-12-27,DE
Cloud9 Academy,1517.8548758689221,1608998400.0,20-12-27,NA
J Team,1517.067024687774,1608998400.0,20-12-27,PCS
GamerLegion,1516.4371826156514,1608998400.0,20-12-27,DE
Movistar Riders,1515.7615500922443,1608998400.0,20-12-27,ES
LDLC OL,1515.4363434844327,1608998400.0,20-12-27,FR
All Knights,1515.2490277294426,1608998400.0,20-12-27,LAT
K1CK Neosurf,1514.8412598124096,1608998400.0,20-12-27,PL
Kingzone DragonX,1513.6518287711822,1608998400.0,20-12-27,KR
Gamers Origin,1512.1214848113048,1608998400.0,20-12-27,FR
Istanbul Wildcats,1512.0345896699741,1608998400.0,20-12-27,TR
DWG KIA,1511.9870522604422,1608998400.0,20-12-27,KR
Misfits Premier,1511.721162275782,1608998400.0,20-12-27,FR
Royal Never Give Up,1511.5772942051688,1608998400.0,20-12-27,CN
Rare Atom,1511.1031633306577,1608998400.0,20-12-27,CN
Team WE,1510.0576383445105,1608998400.0,20-12-27,CN
Racoon,1509.917906990397,1608998400.0,20-12-27,IT
Nongshim RedForce,1509.7865117235972,1608998400.0,20-12-27,KR
Gambit Esports,1509.7048959150072,1608998400.0,20-12-27,CIS
Chief Esports Club,1509.1367605284124,1608998400.0,20-12-27,OCE
Schalke Evolution,1509.1046608462316,1608998400.0,20-12-27,DE
Order,1508.616958863089,1608998400.0,20-12-27,OCE
RED Canids,1507.9156893577947,1608998400.0,20-12-27,BR
Awesome Spear,1507.7131787335147,1608998400.0,20-12-27,KR
MAD Lions Madrid,1507.0981515850058,1608998400.0,20-12-27,ES
DAMWON Gaming,1909.9808523583392,1610294400.0,21-01-11,KR
Suning,1758.4372856489365,1610294400.0,21-01-11,CN
Top Esports,1724.8150113914905,1610294400.0,21-01-11,CN
Gen.G eSports,1683.8605746814508,1610294400.0,21-01-11,KR
G2 Esports,1658.8854387919155,1610294400.0,21-01-11,EUW
DragonX,1639.570081968463,1610294400.0,21-01-11,KR
JD Gaming,1609.0597311297495,1610294400.0,21-01-11,CN
Invictus Gaming,1608.0919134913288,1610294400.0,21-01-11,CN
Team Liquid,1607.12738876715,1610294400.0,21-01-11,NA
Fnatic,1602.8684074692019,1610294400.0,21-01-11,EUW
Funplus Phoenix,1586.837993749115,1610294400.0,21-01-11,CN
T1,1579.6520304629985,1610294400.0,21-01-11,KR
Cloud9,1565.5786676617824,1610294400.0,21-01-11,NA
FlyQuest,1561.7141310311295,1610294400.0,21-01-11,NA
SK Telecom T1,1560.647771771331,1610294400.0,21-01-11,KR
PSG Talon,1542.0203115093605,1610294400.0,21-01-11,PCS
Team Flash,1541.6385094152097,1610294400.0,21-01-11,VN
Edward Gaming,1540.6843153879968,1610294400.0,21-01-11,CN
Royal Never Give Up,1529.6432300114109,1610294400.0,21-01-11,CN
Team WE,1527.016385120774,1610294400.0,21-01-11,CN
AGO ROGUE,1526.8406389232325,1610294400.0,21-01-11,PL
LGD Gaming,1526.1773311901818,1610294400.0,21-01-11,CN
Vodafone Giants,1524.1416524055473,1610294400.0,21-01-11,ES
eSuba,1521.6981398270025,1610294400.0,21-01-11,CZ
Legacy eSports,1519.039550158027,1610294400.0,21-01-11,OCE
Splyce,1518.9108975233682,1610294400.0,21-01-11,EUW
Mousesports,1517.2278270146837,1610294400.0,21-01-11,DE
Cloud9 Academy,1517.1481921727523,1610294400.0,21-01-11,NA
J Team,1516.4180981013703,1610294400.0,21-01-11,PCS
GamerLegion,1515.7820107229506,1610294400.0,21-01-11,DE
Movistar Riders,1515.1415487325582,1610294400.0,21-01-11,ES
LDLC OL,1514.832149797075,1610294400.0,21-01-11,FR
All Knights,1514.6488717226982,1610294400.0,21-01-11,LAT
K1CK Neosurf,1514.2530611933787,1610294400.0,21-01-11,PL
DWG KIA,1513.9487274249377,1610294400.0,21-01-11,KR
Kingzone DragonX,1513.1192500326395,1610294400.0,21-01-11,KR
Gamers Origin,1511.641247465149,1610294400.0,21-01-11,FR
Istanbul Wildcats,1511.5557872519255,1610294400.0,21-01-11,TR
Misfits Premier,1511.2548789960051,1610294400.0,21-01-11,FR
Rare Atom,1510.6183814969554,1610294400.0,21-01-11,CN
Racoon,1509.5229366098001,1610294400.0,21-01-11,IT
Gambit Esports,1509.3179555355107,1610294400.0,21-01-11,CIS
Chief Esports Club,1508.7814737555711,1610294400.0,21-01-11,OCE
Schalke Evolution,1508.743661684356,1610294400.0,21-01-11,DE
Order,1508.2754472242573,1610294400.0,21-01-11,OCE
RED Canids,1507.6001092243393,1610294400.0,21-01-11,BR
Awesome Spear,1507.4114567425981,1610294400.0,21-01-11,KR
Nongshim RedForce,1506.964071148582,1610294400.0,21-01-11,KR
MAD Lions Madrid,1506.815071118581,1610294400.0,21-01-11,ES
DAMWON Gaming,1897.0344538677712,1611504000.0,21-01-25,KR
Top Esports,1722.1586938794524,1611504000.0,21-01-25,CN
Gen.G eSports,1696.4111123196703,1611504000.0,21-01-25,KR
G2 Esports,1682.30466326768,1611504000.0,21-01-25,EUW
Suning,1681.5459145089844,1611504000.0,21-01-25,CN
DragonX,1634.8516858210219,1611504000.0,21-01-25,KR
Team Liquid,1628.493942654108,1611504000.0,21-01-25,NA
JD Gaming,1618.5217268770098,1611504000.0,21-01-25,CN
Funplus Phoenix,1615.85168790006,1611504000.0,21-01-25,CN
Edward Gaming,1611.0109160687932,1611504000.0,21-01-25,CN
Team WE,1595.157924603293,1611504000.0,21-01-25,CN
Cloud9,1592.1941416982836,1611504000.0,21-01-25,NA
Invictus Gaming,1581.1961733723565,1611504000.0,21-01-25,CN
Fnatic,1580.9017470949802,1611504000.0,21-01-25,EUW
Royal Never Give Up,1566.7320394845644,1611504000.0,21-01-25,CN
SK Telecom T1,1558.480358293334,1611504000.0,21-01-25,KR
DWG KIA,1548.3624367680409,1611504000.0,21-01-25,KR
FlyQuest,1544.8020029232534,1611504000.0,21-01-25,NA
PSG Talon,1539.9171772490406,1611504000.0,21-01-25,PCS
T1,1535.0138435203808,1611504000.0,21-01-25,KR
Team Flash,1533.6099849613752,1611504000.0,21-01-25,VN
AGO ROGUE,1530.637847806027,1611504000.0,21-01-25,PL
DRX,1529.1693979693332,1611504000.0,21-01-25,KR
Mousesports,1523.7893423711903,1611504000.0,21-01-25,DE
Vodafone Giants,1523.2545571708333,1611504000.0,21-01-25,ES
Evil Geniuses,1523.0908620524972,1611504000.0,21-01-25,NA
eSuba,1520.9096570109425,1611504000.0,21-01-25,CZ
Movistar Riders,1519.4122243275856,1611504000.0,21-01-25,ES
Legacy eSports,1518.2434653541163,1611504000.0,21-01-25,OCE
Misfits Premier,1518.212382917759,1611504000.0,21-01-25,FR
Splyce,1518.1894649123271,1611504000.0,21-01-25,EUW
GamerLegion,1517.4560124590612,1611504000.0,21-01-25,DE
RED Canids,1516.8992220145906,1611504000.0,21-01-25,BR
Cloud9 Academy,1516.3903939185623,1611504000.0,21-01-25,NA
Victory Five,1516.0996614811706,1611504000.0,21-01-25,CN
Istanbul Wildcats,1516.0513639199414,1611504000.0,21-01-25,TR
J Team,1515.8334870326157,1611504000.0,21-01-25,PCS
All Knights,1514.1095777672676,1611504000.0,21-01-25,LAT
K1CK Neosurf,1513.724802907038,1611504000.0,21-01-25,PL
Gamers Origin,1513.58213612651,1611504000.0,21-01-25,FR
G2 Arctic,1513.1255480323598,1611504000.0,21-01-25,ES
Kingzone DragonX,1512.6403461592452,1611504000.0,21-01-25,KR
LDLC OL,1511.8124928105,1611504000.0,21-01-25,FR
Samsung Morning Stars,1510.9170548466468,1611504000.0,21-01-25,IT
Mkers,1510.7982567173665,1611504000.0,21-01-25,IT
Detonation FocusMe,1510.2363706924903,1611504000.0,21-01-25,JP
Racoon,1509.1683489898344,1611504000.0,21-01-25,IT
Gambit Esports,1508.9706117641351,1611504000.0,21-01-25,CIS
Chief Esports Club,1508.4619085469124,1611504000.0,21-01-25,OCE
DAMWON Gaming,1884.4392597140632,1612713600.0,21-02-08,KR
Top Esports,1712.059196289414,1612713600.0,21-02-08,CN
